日期,持仓市值,现金,持仓点数,累计投入,买入次数
2020-10-26,100000.0,100000,0.0,0,0
2020-10-27,100000.0,100000,0.0,0,0
2020-10-28,100000.0,100000,0.0,0,0
2020-10-29,100000.0,100000,0.0,0,0
2020-10-30,100000.0,100000,0.0,0,0
2020-11-02,100000.0,100000,0.0,0,0
2020-11-03,100000.0,100000,0.0,0,0
2020-11-04,100000.0,100000,0.0,0,0
2020-11-05,100000.0,100000,0.0,0,0
2020-11-06,100000.0,100000,0.0,0,0
2020-11-09,100000.0,100000,0.0,0,0
2020-11-10,100000.0,100000,0.0,0,0
2020-11-11,100000.0,100000,0.0,0,0
2020-11-12,100000.0,100000,0.0,0,0
2020-11-13,100000.0,100000,0.0,0,0
2020-11-16,100000.0,100000,0.0,0,0
2020-11-17,100000.0,100000,0.0,0,0
2020-11-18,100000.0,100000,0.0,0,0
2020-11-19,100000.0,100000,0.0,0,0
2020-11-20,100000.0,100000,0.0,0,0
2020-11-23,100000.0,100000,0.0,0,0
2020-11-24,100000.0,100000,0.0,0,0
2020-11-25,100000.0,100000,0.0,0,0
2020-11-26,100000.0,100000,0.0,0,0
2020-11-27,100000.0,100000,0.0,0,0
2020-11-30,100000.0,100000,0.0,0,0
2020-12-01,100000.0,100000,0.0,0,0
2020-12-02,100000.0,100000,0.0,0,0
2020-12-03,100000.0,100000,0.0,0,0
2020-12-04,100000.0,100000,0.0,0,0
2020-12-07,100000.0,100000,0.0,0,0
2020-12-08,100000.0,100000,0.0,0,0
2020-12-09,100000.0,100000,0.0,0,0
2020-12-10,100000.0,100000,0.0,0,0
2020-12-11,100000.0,100000,0.0,0,0
2020-12-14,100000.0,100000,0.0,0,0
2020-12-15,100000.0,100000,0.0,0,0
2020-12-16,100000.0,100000,0.0,0,0
2020-12-17,100000.0,100000,0.0,0,0
2020-12-18,100000.0,100000,0.0,0,0
2020-12-21,100000.0,100000,0.0,0,0
2020-12-22,100000.0,100000,0.0,0,0
2020-12-23,100000.0,100000,0.0,0,0
2020-12-24,100000.0,100000,0.0,0,0
2020-12-25,100000.0,100000,0.0,0,0
2020-12-28,100000.0,100000,0.0,0,0
2020-12-29,100000.0,100000,0.0,0,0
2020-12-30,100000.0,100000,0.0,0,0
2020-12-31,100000.0,100000,0.0,0,0
2021-01-04,100000.0,100000,0.0,0,0
2021-01-05,100000.0,100000,0.0,0,0
2021-01-06,100000.0,100000,0.0,0,0
2021-01-07,100000.0,100000,0.0,0,0
2021-01-08,100000.0,100000,0.0,0,0
2021-01-11,100000.0,100000,0.0,0,0
2021-01-12,100000.0,100000,0.0,0,0
2021-01-13,100000.0,100000,0.0,0,0
2021-01-14,100000.0,100000,0.0,0,0
2021-01-15,100000.0,100000,0.0,0,0
2021-01-18,100000.0,100000,0.0,0,0
2021-01-19,100000.0,100000,0.0,0,0
2021-01-20,100000.0,100000,0.0,0,0
2021-01-21,100000.0,100000,0.0,0,0
2021-01-22,100000.0,100000,0.0,0,0
2021-01-25,100000.0,100000,0.0,0,0
2021-01-26,100000.0,100000,0.0,0,0
2021-01-27,100000.0,100000,0.0,0,0
2021-01-28,100000.0,100000,0.0,0,0
2021-01-29,100000.0,100000,0.0,0,0
2021-02-01,100000.0,100000,0.0,0,0
2021-02-02,100000.0,100000,0.0,0,0
2021-02-03,100000.0,100000,0.0,0,0
2021-02-04,100000.0,100000,0.0,0,0
2021-02-05,100000.0,100000,0.0,0,0
2021-02-08,100000.0,100000,0.0,0,0
2021-02-09,100000.0,100000,0.0,0,0
2021-02-10,100000.0,100000,0.0,0,0
2021-02-18,100000.0,100000,0.0,0,0
2021-02-19,100000.0,100000,0.0,0,0
2021-02-22,100000.0,100000,0.0,0,0
2021-02-23,100000.0,100000,0.0,0,0
2021-02-24,100000.0,100000,0.0,0,0
2021-02-25,100000.0,100000,0.0,0,0
2021-02-26,100000.0,100000,0.0,0,0
2021-03-01,100000.0,100000,0.0,0,0
2021-03-02,100000.0,100000,0.0,0,0
2021-03-03,100000.0,100000,0.0,0,0
2021-03-04,100000.0,100000,0.0,0,0
2021-03-05,100000.0,100000,0.0,0,0
2021-03-08,100000.0,100000,0.0,0,0
2021-03-09,100000.0,100000,0.0,0,0
2021-03-10,100000.0,100000,0.0,0,0
2021-03-11,100000.0,100000,0.0,0,0
2021-03-12,100000.0,100000,0.0,0,0
2021-03-15,100000.0,100000,0.0,0,0
2021-03-16,100000.0,100000,0.0,0,0
2021-03-17,100000.0,100000,0.0,0,0
2021-03-18,100000.0,100000,0.0,0,0
2021-03-19,100000.0,100000,0.0,0,0
2021-03-22,100000.0,100000,0.0,0,0
2021-03-23,100000.0,100000,0.0,0,0
2021-03-24,100000.0,100000,0.0,0,0
2021-03-25,100000.0,100000,0.0,0,0
2021-03-26,100000.0,100000,0.0,0,0
2021-03-29,100000.0,100000,0.0,0,0
2021-03-30,100000.0,100000,0.0,0,0
2021-03-31,100000.0,100000,0.0,0,0
2021-04-01,100000.0,100000,0.0,0,0
2021-04-02,100000.0,100000,0.0,0,0
2021-04-06,100000.0,100000,0.0,0,0
2021-04-07,100000.0,100000,0.0,0,0
2021-04-08,100000.0,100000,0.0,0,0
2021-04-09,100000.0,100000,0.0,0,0
2021-04-12,100000.0,100000,0.0,0,0
2021-04-13,100000.0,100000,0.0,0,0
2021-04-14,100000.0,100000,0.0,0,0
2021-04-15,100000.0,100000,0.0,0,0
2021-04-16,100000.0,100000,0.0,0,0
2021-04-19,100000.0,100000,0.0,0,0
2021-04-20,100000.0,100000,0.0,0,0
2021-04-21,100000.0,100000,0.0,0,0
2021-04-22,100000.0,100000,0.0,0,0
2021-04-23,100000.0,100000,0.0,0,0
2021-04-26,100000.0,100000,0.0,0,0
2021-04-27,100000.0,100000,0.0,0,0
2021-04-28,100000.0,100000,0.0,0,0
2021-04-29,100000.0,100000,0.0,0,0
2021-04-30,100000.0,100000,0.0,0,0
2021-05-06,100000.0,100000,0.0,0,0
2021-05-07,100000.0,100000,0.0,0,0
2021-05-10,100000.0,100000,0.0,0,0
2021-05-11,100000.0,100000,0.0,0,0
2021-05-12,100000.0,100000,0.0,0,0
2021-05-13,100000.0,100000,0.0,0,0
2021-05-14,100000.0,100000,0.0,0,0
2021-05-17,100000.0,100000,0.0,0,0
2021-05-18,100000.0,100000,0.0,0,0
2021-05-19,100000.0,100000,0.0,0,0
2021-05-20,100000.0,100000,0.0,0,0
2021-05-21,100000.0,100000,0.0,0,0
2021-05-24,100000.0,100000,0.0,0,0
2021-05-25,100000.0,100000,0.0,0,0
2021-05-26,100000.0,100000,0.0,0,0
2021-05-27,100000.0,100000,0.0,0,0
2021-05-28,100000.0,100000,0.0,0,0
2021-05-31,100000.0,100000,0.0,0,0
2021-06-01,100000.0,100000,0.0,0,0
2021-06-02,100000.0,100000,0.0,0,0
2021-06-03,100000.0,100000,0.0,0,0
2021-06-04,100000.0,100000,0.0,0,0
2021-06-07,100000.0,100000,0.0,0,0
2021-06-08,100000.0,100000,0.0,0,0
2021-06-09,100000.0,100000,0.0,0,0
2021-06-10,100000.0,100000,0.0,0,0
2021-06-11,100000.0,100000,0.0,0,0
2021-06-15,100000.0,100000,0.0,0,0
2021-06-16,100000.0,100000,0.0,0,0
2021-06-17,100000.0,100000,0.0,0,0
2021-06-18,100000.0,100000,0.0,0,0
2021-06-21,100000.0,100000,0.0,0,0
2021-06-22,100000.0,100000,0.0,0,0
2021-06-23,100000.0,100000,0.0,0,0
2021-06-24,100000.0,100000,0.0,0,0
2021-06-25,100000.0,100000,0.0,0,0
2021-06-28,100000.0,100000,0.0,0,0
2021-06-29,100000.0,100000,0.0,0,0
2021-06-30,100000.0,100000,0.0,0,0
2021-07-01,100000.0,100000,0.0,0,0
2021-07-02,100000.0,100000,0.0,0,0
2021-07-05,100000.0,100000,0.0,0,0
2021-07-06,100000.0,100000,0.0,0,0
2021-07-07,100000.0,100000,0.0,0,0
2021-07-08,100000.0,100000,0.0,0,0
2021-07-09,100000.0,100000,0.0,0,0
2021-07-12,100000.0,100000,0.0,0,0
2021-07-13,100000.0,100000,0.0,0,0
2021-07-14,100000.0,100000,0.0,0,0
2021-07-15,100000.0,100000,0.0,0,0
2021-07-16,100000.0,100000,0.0,0,0
2021-07-19,100000.0,100000,0.0,0,0
2021-07-20,100000.0,100000,0.0,0,0
2021-07-21,100000.0,100000,0.0,0,0
2021-07-22,100000.0,100000,0.0,0,0
2021-07-23,100000.0,100000,0.0,0,0
2021-07-26,100000.0,90000,4.390066158297006,10000,1
2021-07-27,99816.10012862894,90000,4.390066158297006,10000,1
2021-07-28,99734.18149411512,90000,4.390066158297006,10000,1
2021-07-29,99738.48375895026,90000,4.390066158297006,10000,1
2021-07-30,99783.56973839596,90000,4.390066158297006,10000,1
2021-08-02,99892.44337912172,90000,4.390066158297006,10000,1
2021-08-03,99903.50634584064,90000,4.390066158297006,10000,1
2021-08-04,99918.34476945568,90000,4.390066158297006,10000,1
2021-08-05,99900.43329952983,90000,4.390066158297006,10000,1
2021-08-06,99940.33900090875,90000,4.390066158297006,10000,1
2021-08-09,100057.72936998161,90000,4.390066158297006,10000,1
2021-08-10,100126.78511065162,90000,4.390066158297006,10000,1
2021-08-11,100213.62061926273,90000,4.390066158297006,10000,1
2021-08-12,100191.80199045599,90000,4.390066158297006,10000,1
2021-08-13,100195.31404338263,90000,4.390066158297006,10000,1
2021-08-16,100299.75371728852,90000,4.390066158297006,10000,1
2021-08-17,100189.78256002317,90000,4.390066158297006,10000,1
2021-08-18,100326.26971688464,90000,4.390066158297006,10000,1
2021-08-19,100194.61163279731,90000,4.390066158297006,10000,1
2021-08-20,100160.98372602474,80000,8.710579089592208,20000,2
2021-08-23,100322.1294391822,80000,8.710579089592208,20000,2
2021-08-24,100454.6173471349,80000,8.710579089592208,20000,2
2021-08-25,100666.37152480289,80000,8.710579089592208,20000,2
2021-08-26,100603.21982640335,80000,8.710579089592208,20000,2
2021-08-27,100664.89072635765,80000,8.710579089592208,20000,2
2021-08-30,100747.3799103361,80000,8.710579089592208,20000,2
2021-08-31,101084.9148500578,80000,8.710579089592208,20000,2
2021-09-01,101222.89042283694,80000,8.710579089592208,20000,2
2021-09-02,101709.55047657245,80000,8.710579089592208,20000,2
2021-09-03,101802.4923554584,80000,8.710579089592208,20000,2
2021-09-06,102128.87775394542,80000,8.710579089592208,20000,2
2021-09-07,102490.5409977453,80000,8.710579089592208,20000,2
2021-09-08,102945.58164938558,80000,8.710579089592208,20000,2
2021-09-09,103282.76816594371,80000,8.710579089592208,20000,2
2021-09-10,102995.58037335984,80000,8.710579089592208,20000,2
2021-09-13,103373.70661163903,80000,8.710579089592208,20000,2
2021-09-14,102779.47090614706,80000,8.710579089592208,20000,2
2021-09-15,102834.87018915688,80000,8.710579089592208,20000,2
2021-09-16,102543.06578965553,80000,8.710579089592208,20000,2
2021-09-17,102529.39018048487,80000,8.710579089592208,20000,2
2021-09-22,103110.64712313336,80000,8.710579089592208,20000,2
2021-09-23,103496.09024784781,80000,8.710579089592208,20000,2
2021-09-24,103019.09893690175,80000,8.710579089592208,20000,2
2021-09-27,102366.5023515095,80000,8.710579089592208,20000,2
2021-09-28,102885.82707683099,80000,8.710579089592208,20000,2
2021-09-29,102334.01189150532,80000,8.710579089592208,20000,2
2021-09-30,102516.67273501407,80000,8.710579089592208,20000,2
2021-10-08,102542.28183753748,80000,8.710579089592208,20000,2
2021-10-11,102391.85013666021,80000,8.710579089592208,20000,2
2021-10-12,101994.99615333839,80000,8.710579089592208,20000,2
2021-10-13,101561.38352625849,80000,8.710579089592208,20000,2
2021-10-14,101473.5808890354,80000,8.710579089592208,20000,2
2021-10-15,101487.77913295143,80000,8.710579089592208,20000,2
2021-10-18,101774.44429078992,80000,8.710579089592208,20000,2
2021-10-19,101857.36900372284,80000,8.710579089592208,20000,2
2021-10-20,101822.70089894626,80000,8.710579089592208,20000,2
2021-10-21,101880.01650935577,80000,8.710579089592208,20000,2
2021-10-22,101576.45282808348,80000,8.710579089592208,20000,2
2021-10-25,101659.2904352255,80000,8.710579089592208,20000,2
2021-10-26,101490.30520088742,80000,8.710579089592208,20000,2
2021-10-27,101375.4997684866,80000,8.710579089592208,20000,2
2021-10-28,101033.78375080189,80000,8.710579089592208,20000,2
2021-10-29,101052.25017847182,80000,8.710579089592208,20000,2
2021-11-01,101159.82583022829,80000,8.710579089592208,20000,2
2021-11-02,100632.48737214437,70000,12.932357555988963,30000,3
2021-11-03,100878.20216570816,70000,12.932357555988963,30000,3
2021-11-04,101108.65677735589,70000,12.932357555988963,30000,3
2021-11-05,100581.7925305249,60000,17.161134382291955,40000,4
2021-11-08,100529.10784797126,60000,17.161134382291955,40000,4
2021-11-09,100543.35158950857,60000,17.161134382291955,40000,4
2021-11-10,100425.11137361458,60000,17.161134382291955,40000,4
2021-11-11,100724.22994589793,60000,17.161134382291955,40000,4
2021-11-12,100765.58827975925,60000,17.161134382291955,40000,4
2021-11-15,100815.18395812408,60000,17.161134382291955,40000,4
2021-11-16,100555.36438357618,60000,17.161134382291955,40000,4
2021-11-17,100729.89312024409,60000,17.161134382291955,40000,4
2021-11-18,100687.16189563216,60000,17.161134382291955,40000,4
2021-11-19,101129.57594000766,60000,17.161134382291955,40000,4
2021-11-22,101079.12220492371,60000,17.161134382291955,40000,4
2021-11-23,101176.42583687132,60000,17.161134382291955,40000,4
2021-11-24,101401.40830862317,60000,17.161134382291955,40000,4
2021-11-25,101416.51010687958,60000,17.161134382291955,40000,4
2021-11-26,101130.09077403913,60000,17.161134382291955,40000,4
2021-11-29,101158.06342308226,60000,17.161134382291955,40000,4
2021-11-30,101124.08437700532,60000,17.161134382291955,40000,4
2021-12-01,101671.35295245661,60000,17.161134382291955,40000,4
2021-12-02,101698.46754478064,60000,17.161134382291955,40000,4
2021-12-03,102295.33179859674,60000,17.161134382291955,40000,4
2021-12-06,102131.95779927733,60000,17.161134382291955,40000,4
2021-12-07,102598.9122658195,60000,17.161134382291955,40000,4
2021-12-08,102740.83484716105,60000,17.161134382291955,40000,4
2021-12-09,103080.2820852428,60000,17.161134382291955,40000,4
2021-12-10,102701.53584942559,60000,17.161134382291955,40000,4
2021-12-13,102688.15016460742,60000,17.161134382291955,40000,4
2021-12-14,102339.26430261543,60000,17.161134382291955,40000,4
2021-12-15,102576.25956843488,60000,17.161134382291955,40000,4
2021-12-16,103038.06569466235,60000,17.161134382291955,40000,4
2021-12-17,103035.83474719265,60000,17.161134382291955,40000,4
2021-12-20,102961.87025800497,60000,17.161134382291955,40000,4
2021-12-21,103482.19585247607,60000,17.161134382291955,40000,4
2021-12-22,103332.55076066247,60000,17.161134382291955,40000,4
2021-12-23,103516.68973258446,60000,17.161134382291955,40000,4
2021-12-24,103271.11389957387,60000,17.161134382291955,40000,4
2021-12-27,103560.79384794697,60000,17.161134382291955,40000,4
2021-12-28,103384.03416380935,60000,17.161134382291955,40000,4
2021-12-29,103292.90854023938,60000,17.161134382291955,40000,4
2021-12-30,103503.99049314158,60000,17.161134382291955,40000,4
2021-12-31,103964.59533996228,60000,17.161134382291955,40000,4
2022-01-04,104555.96803077607,60000,17.161134382291955,40000,4
2022-01-05,104373.20194960467,60000,17.161134382291955,40000,4
2022-01-06,104617.91972589615,60000,17.161134382291955,40000,4
2022-01-07,104958.05340935318,60000,17.161134382291955,40000,4
2022-01-10,105210.32208477287,60000,17.161134382291955,40000,4
2022-01-11,105460.18820137903,60000,17.161134382291955,40000,4
2022-01-12,105292.35230712022,60000,17.161134382291955,40000,4
2022-01-13,105108.38494654205,60000,17.161134382291955,40000,4
2022-01-14,104429.6620817224,60000,17.161134382291955,40000,4
2022-01-17,104474.79586514783,60000,17.161134382291955,40000,4
2022-01-18,104869.1587332529,60000,17.161134382291955,40000,4
2022-01-19,105142.70721530664,60000,17.161134382291955,40000,4
2022-01-20,105065.82533327397,60000,17.161134382291955,40000,4
2022-01-21,104508.2600771933,60000,17.161134382291955,40000,4
2022-01-24,104418.50734437391,60000,17.161134382291955,40000,4
2022-01-25,103109.62762503652,60000,17.161134382291955,40000,4
2022-01-26,103440.49429592708,60000,17.161134382291955,40000,4
2022-01-27,102953.97613618913,60000,17.161134382291955,40000,4
2022-01-28,102750.61669375896,60000,17.161134382291955,40000,4
2022-02-07,104022.59997417443,60000,17.161134382291955,40000,4
2022-02-08,105071.3168962763,60000,17.161134382291955,40000,4
2022-02-09,105245.84563294421,60000,17.161134382291955,40000,4
2022-02-10,105619.95836247818,60000,17.161134382291955,40000,4
2022-02-11,105435.13294518089,60000,17.161134382291955,40000,4
2022-02-14,104778.89116640206,60000,17.161134382291955,40000,4
2022-02-15,104605.22048645324,60000,17.161134382291955,40000,4
2022-02-16,104960.4559681667,60000,17.161134382291955,40000,4
2022-02-17,104723.11747965959,60000,17.161134382291955,40000,4
2022-02-18,105467.91071185106,60000,17.161134382291955,40000,4
2022-02-21,105600.73789197,60000,17.161134382291955,40000,4
2022-02-22,105173.94047988241,60000,17.161134382291955,40000,4
2022-02-23,104926.99175612122,60000,17.161134382291955,40000,4
2022-02-24,104231.9658136384,60000,17.161134382291955,40000,4
2022-02-25,104295.80523354054,60000,17.161134382291955,40000,4
2022-02-28,104221.84074435284,60000,17.161134382291955,40000,4
2022-03-01,104552.36419255579,60000,17.161134382291955,40000,4
2022-03-02,104817.67533010602,60000,17.161134382291955,40000,4
2022-03-03,105601.42433734529,60000,17.161134382291955,40000,4
2022-03-04,105273.98989333116,60000,17.161134382291955,40000,4
2022-03-07,104903.48100201748,60000,17.161134382291955,40000,4
2022-03-08,103651.06141479782,60000,17.161134382291955,40000,4
2022-03-09,103243.82769590602,60000,17.161134382291955,40000,4
2022-03-10,103961.6779471173,60000,17.161134382291955,40000,4
2022-03-11,104098.10896545651,60000,17.161134382291955,40000,4
2022-03-14,103220.48855314612,60000,17.161134382291955,40000,4
2022-03-15,100946.98147018008,50000,21.352196523170317,50000,5
2022-03-16,102186.26295638489,50000,21.352196523170317,50000,5
2022-03-17,102639.78361053701,50000,21.352196523170317,50000,5
2022-03-18,103795.79153030145,50000,21.352196523170317,50000,5
2022-03-21,103770.80946036935,50000,21.352196523170317,50000,5
2022-03-22,104387.03385202805,50000,21.352196523170317,50000,5
2022-03-23,104230.5222515132,50000,21.352196523170317,50000,5
2022-03-24,104181.62572147514,50000,21.352196523170317,50000,5
2022-03-25,104018.92198396858,50000,21.352196523170317,50000,5
2022-03-28,104497.63823001807,50000,21.352196523170317,50000,5
2022-03-29,104467.53163292039,50000,21.352196523170317,50000,5
2022-03-30,105248.1679378075,50000,21.352196523170317,50000,5
2022-03-31,105648.9486665474,50000,21.352196523170317,50000,5
2022-04-01,106059.33788372274,50000,21.352196523170317,50000,5
2022-04-06,107012.49993651707,50000,21.352196523170317,50000,5
2022-04-07,106001.90047507541,50000,21.352196523170317,50000,5
2022-04-08,106516.06136735335,50000,21.352196523170317,50000,5
2022-04-11,105745.88763876261,50000,21.352196523170317,50000,5
2022-04-12,106173.14509119124,50000,21.352196523170317,50000,5
2022-04-13,105662.18702839178,50000,21.352196523170317,50000,5
2022-04-14,106125.95673687503,50000,21.352196523170317,50000,5
2022-04-15,105906.02911268637,50000,21.352196523170317,50000,5
2022-04-18,105448.45154119484,50000,21.352196523170317,50000,5
2022-04-19,105992.71903057044,50000,21.352196523170317,50000,5
2022-04-20,104863.6148784252,50000,21.352196523170317,50000,5
2022-04-21,103818.63838058125,50000,21.352196523170317,50000,5
2022-04-22,104508.31432827965,50000,21.352196523170317,50000,5
2022-04-25,102545.4069019046,40000,25.415767020023083,60000,6
2022-04-26,102091.48130292699,40000,25.415767020023083,60000,6
2022-04-27,103096.42073089871,40000,25.415767020023083,60000,6
2022-04-28,104078.74012622259,40000,25.415767020023083,60000,6
2022-04-29,105062.0761522273,40000,25.415767020023083,60000,6
2022-05-05,105232.10763359125,40000,25.415767020023083,60000,6
2022-05-06,103653.78850164781,40000,25.415767020023083,60000,6
2022-05-09,104365.68413587866,40000,25.415767020023083,60000,6
2022-05-10,105339.61632808595,40000,25.415767020023083,60000,6
2022-05-11,105183.0552032426,40000,25.415767020023083,60000,6
2022-05-12,105214.82491201763,40000,25.415767020023083,60000,6
2022-05-13,105902.32140990924,40000,25.415767020023083,60000,6
2022-05-16,105802.43744552055,40000,25.415767020023083,60000,6
2022-05-17,105171.87226575379,40000,25.415767020023083,60000,6
2022-05-18,104993.96189661362,40000,25.415767020023083,60000,6
2022-05-19,105332.49991332034,40000,25.415767020023083,60000,6
2022-05-20,105923.67065420607,40000,25.415767020023083,60000,6
2022-05-23,105721.86946406709,40000,25.415767020023083,60000,6
2022-05-24,104134.14649832624,40000,25.415767020023083,60000,6
2022-05-25,105476.35315465367,40000,25.415767020023083,60000,6
2022-05-26,106085.31493245342,40000,25.415767020023083,60000,6
2022-05-27,106457.40176162655,40000,25.415767020023083,60000,6
2022-05-30,106372.25894210947,40000,25.415767020023083,60000,6
2022-05-31,106242.63853030736,40000,25.415767020023083,60000,6
2022-06-01,106016.18404615895,40000,25.415767020023083,60000,6
2022-06-02,105659.34667719783,40000,25.415767020023083,60000,6
2022-06-06,105699.24943141927,40000,25.415767020023083,60000,6
2022-06-07,105889.61352639923,40000,25.415767020023083,60000,6
2022-06-08,106008.30515838275,40000,25.415767020023083,60000,6
2022-06-09,106162.83302186448,40000,25.415767020023083,60000,6
2022-06-10,106405.29943923552,40000,25.415767020023083,60000,6
2022-06-13,105412.8137371036,40000,25.415767020023083,60000,6
2022-06-14,106272.62913539099,40000,25.415767020023083,60000,6
2022-06-15,106697.83491763598,40000,25.415767020023083,60000,6
2022-06-16,105890.88431475025,40000,25.415767020023083,60000,6
2022-06-17,105677.39187178205,40000,25.415767020023083,60000,6
2022-06-20,105417.64273283741,40000,25.415767020023083,60000,6
2022-06-21,105549.29640600113,40000,25.415767020023083,60000,6
2022-06-22,104756.57863264662,40000,25.415767020023083,60000,6
2022-06-23,105247.10293613306,40000,25.415767020023083,60000,6
2022-06-24,105065.1260442697,40000,25.415767020023083,60000,6
2022-06-27,105300.9843622155,40000,25.415767020023083,60000,6
2022-06-28,105654.00936612362,40000,25.415767020023083,60000,6
2022-06-29,105399.34338058298,40000,25.415767020023083,60000,6
