日期,持仓市值,现金,持仓点数,累计投入
2020-04-24,100000.0,100000.0,0.0,0.0
2020-04-27,100000.0,100000.0,0.0,0.0
2020-04-28,100000.0,100000.0,0.0,0.0
2020-04-29,100000.0,100000.0,0.0,0.0
2020-04-30,100000.0,100000.0,0.0,0.0
2020-05-06,100000.0,100000.0,0.0,0.0
2020-05-07,100000.0,100000.0,0.0,0.0
2020-05-08,100000.0,100000.0,0.0,0.0
2020-05-11,100000.0,100000.0,0.0,0.0
2020-05-12,100000.0,100000.0,0.0,0.0
2020-05-13,100000.0,100000.0,0.0,0.0
2020-05-14,100000.0,100000.0,0.0,0.0
2020-05-15,100000.0,100000.0,0.0,0.0
2020-05-18,100000.0,100000.0,0.0,0.0
2020-05-19,100000.0,100000.0,0.0,0.0
2020-05-20,100000.0,100000.0,0.0,0.0
2020-05-21,100000.0,100000.0,0.0,0.0
2020-05-22,100000.0,100000.0,0.0,0.0
2020-05-25,100000.0,100000.0,0.0,0.0
2020-05-26,100000.0,100000.0,0.0,0.0
2020-05-27,100000.0,100000.0,0.0,0.0
2020-05-28,100000.0,100000.0,0.0,0.0
2020-05-29,100000.0,100000.0,0.0,0.0
2020-06-01,100000.0,100000.0,0.0,0.0
2020-06-02,100000.0,100000.0,0.0,0.0
2020-06-03,100000.0,100000.0,0.0,0.0
2020-06-04,100000.0,100000.0,0.0,0.0
2020-06-05,100000.0,100000.0,0.0,0.0
2020-06-08,100000.0,100000.0,0.0,0.0
2020-06-09,100000.0,100000.0,0.0,0.0
2020-06-10,100000.0,100000.0,0.0,0.0
2020-06-11,100000.0,100000.0,0.0,0.0
2020-06-12,100000.0,100000.0,0.0,0.0
2020-06-15,100000.0,100000.0,0.0,0.0
2020-06-16,100000.0,100000.0,0.0,0.0
2020-06-17,100000.0,100000.0,0.0,0.0
2020-06-18,100000.0,100000.0,0.0,0.0
2020-06-19,100000.0,100000.0,0.0,0.0
2020-06-22,100000.0,100000.0,0.0,0.0
2020-06-23,100000.0,100000.0,0.0,0.0
2020-06-24,100000.0,100000.0,0.0,0.0
2020-06-29,100000.0,100000.0,0.0,0.0
2020-06-30,100000.0,100000.0,0.0,0.0
2020-07-01,100000.0,100000.0,0.0,0.0
2020-07-02,100000.0,100000.0,0.0,0.0
2020-07-03,100000.0,100000.0,0.0,0.0
2020-07-06,100000.0,100000.0,0.0,0.0
2020-07-07,100000.0,100000.0,0.0,0.0
2020-07-08,100000.0,100000.0,0.0,0.0
2020-07-09,100000.0,100000.0,0.0,0.0
2020-07-10,100000.0,100000.0,0.0,0.0
2020-07-13,100000.0,100000.0,0.0,0.0
2020-07-14,100000.0,100000.0,0.0,0.0
2020-07-15,100000.0,100000.0,0.0,0.0
2020-07-16,100000.0,100000.0,0.0,0.0
2020-07-17,100000.0,100000.0,0.0,0.0
2020-07-20,100000.0,100000.0,0.0,0.0
2020-07-21,100000.0,100000.0,0.0,0.0
2020-07-22,100000.0,100000.0,0.0,0.0
2020-07-23,100000.0,100000.0,0.0,0.0
2020-07-24,100000.0,100000.0,0.0,0.0
2020-07-27,100000.0,100000.0,0.0,0.0
2020-07-28,100000.0,100000.0,0.0,0.0
2020-07-29,100000.0,100000.0,0.0,0.0
2020-07-30,100000.0,100000.0,0.0,0.0
2020-07-31,100000.0,100000.0,0.0,0.0
2020-08-03,100000.0,100000.0,0.0,0.0
2020-08-04,100000.0,100000.0,0.0,0.0
2020-08-05,100000.0,100000.0,0.0,0.0
2020-08-06,100000.0,100000.0,0.0,0.0
